,station,do,ph,co,bod,na,tc,wqi
1133,2290.0,4.2,6.6,93.0,1.7,0.56,385.0,67.24000000000001
1134,2291.0,5.1,6.7,88.0,1.9,0.63,713.0,70.53999999999999
1135,2292.0,5.3,6.4,4912.0,1.1,0.11,788.0,59.92000000000001
1136,2293.0,6.9,7.0,84.0,0.9,0.08,803.0,82.75999999999999
1137,2294.0,2.8,7.4,18256.0,1.6,0.47,2300.0,53.940000000000005
1138,2295.0,5.3,7.2,9753.0,0.9,0.26,2650.0,76.42000000000002
1139,2296.0,6.5,5.8,67.0,0.4,0.54,520.0,66.44
1140,2297.0,6.9,6.1,86.0,0.6,0.49,183.0,71.88
1141,2298.0,7.0,6.6,59.0,0.8,0.42,418.0,78.66000000000001
1142,2299.0,5.6,6.4,7904.0,1.0,0.4,278.0,65.54
1143,2300.0,6.8,6.0,55.0,0.5,0.25,910.0,66.44
1144,2301.0,6.0,5.9,105.0,1.0,0.63,195.0,71.88
1145,2302.0,6.3,7.0,2759.0,1.4,0.22,1400.0,82.03999999999999
1146,1448.0,6.5,7.6,312.0,1.1,2.41,354.0,87.66
1147,2352.0,6.4,7.7,203.0,1.1,3.34,357.0,88.2
1148,1444.0,7.3,7.3,308.0,4.2,2.43,185.0,82.98
1149,1456.0,6.8,7.8,23761.0,1.9,0.67,460.0,87.66
1150,1642.0,7.5,8.1,228.0,2.1,0.4,5850.0,82.4
1151,1643.0,7.7,8.1,243.0,1.6,0.71,4450.0,82.4
1152,2422.0,7.6,7.9,191.0,1.4,0.13,1985.0,82.58000000000001
1153,2423.0,7.5,7.9,237.0,1.8,0.45,2425.0,82.4
1154,2424.0,7.4,7.7,865.0,1.9,0.3,2675.0,82.03999999999999
1155,2425.0,6.7,6.9,132.0,1.2,0.32,1823.0,79.46000000000001
1156,2426.0,7.1,7.9,211.0,1.4,0.48,2098.0,82.58000000000001
1157,2427.0,6.7,7.9,182.0,1.1,0.24,1510.0,82.58000000000001
1158,2442.0,7.4,8.8,434.0,2.0,0.05,468.0,81.06
1159,2443.0,6.4,8.3,565.0,2.0,0.05,468.0,87.66
1160,2444.0,6.9,8.8,238.0,4.0,0.05,468.0,76.74
1161,2445.0,6.3,6.6,425.0,1.8965,0.516,468.0,77.76
1162,1159.0,7.4,7.0,75.0,1.6,0.05,118.0,88.56
1163,1160.0,7.2,6.8,70.0,1.8,0.09,148.0,85.26
1164,1161.0,6.6,7.0,119.0,2.5,0.33,374.0,88.38
1165,1162.0,6.9,7.0,236.0,1.9,0.25,157.0,88.02
1166,1328.0,7.0,6.9,73.0,1.7,0.4,144.0,85.26
1167,1329.0,7.2,6.9,75.0,1.5,0.2,128.0,85.26
1168,1330.0,6.9,7.2,385.0,2.3,0.13,196.0,87.66
1169,1450.0,6.4,7.6,860.0,3.3,0.4,379.0,82.98
1170,3026.0,7.6,6.6,166.0,2.0,1.8,140.0,78.30000000000001
1171,3027.0,6.9,7.2,308.0,1.9,0.49,170.0,87.66
1172,3028.0,6.8,6.7,247.0,2.1,1.84,500.0,81.42
1173,3029.0,6.6,6.9,359.0,2.3,0.59,280.0,84.36
1174,1025.0,6.5,7.6,450.0,18.0,12.0,468.0,78.3
1175,1026.0,6.1,7.8,825.0,16.0,14.0,468.0,78.3
1176,1885.0,6.5,8.4,240.0,2.7,0.62,468.0,88.02
1177,1887.0,6.9,7.8,480.0,18.0,16.0,468.0,78.3
1178,1023.0,5.6,6.7,807.0,10.8,2.0,7500.0,60.46
1179,1024.0,4.9,6.8,1097.0,26.5,4.8,46250.0,46.9
1180,1295.0,4.9,6.6,834.0,13.1,2.6,9500.0,51.540000000000006
1181,1473.0,5.2,6.7,1027.0,28.0,5.9,57500.0,49.22
1182,1718.0,3.3,7.9,897.0,1.3,0.97,12.0,76.42
1183,1719.0,4.9,8.0,510.0,1.2,0.35,8.0,82.04
1184,1703.0,5.0,6.9,1172.0,25.5,3.8,48750.0,46.9
1185,1884.0,4.8,7.8,599.0,534.5,3.75,5000.0,47.4
1186,1698.0,4.7,6.7,906.0,25.3,7.7,47500.0,43.6
1187,1699.0,5.4,6.8,883.0,15.4,5.1,21750.0,52.52
1188,1700.0,5.1,7.6,1069.0,26.5,6.6,49250.0,55.82
1189,1701.0,4.2,7.6,1168.0,31.8,7.6,46500.0,50.199999999999996
1190,1702.0,4.8,6.6,905.0,15.0,3.3,10500.0,40.300000000000004
1191,1704.0,4.5,6.6,1269.0,30.3,4.1,42750.0,40.300000000000004
1192,1705.0,4.7,6.7,1216.0,26.8,3.7,31500.0,43.6
1193,1717.0,5.2,7.3,465.0,0.9,0.59,9.0,87.66000000000001
1194,2624.0,7.8,8.2,410.0,1.2,0.1,32.0,93.28
1195,2625.0,6.7,8.12,396.0,1.53,0.15,29.0,93.28
1196,1871.0,8.0,8.1,403.0,0.8,0.1,25.0,93.28
1197,1424.0,4.88,7.94,149.0,2.65,0.516,165.0,77.14
1198,1457.0,5.67,7.02,153.0,1.67,0.516,22.0,88.20000000000002
1199,1458.0,6.0,6.9,300.0,2.23,0.516,91.0,84.72
1200,1624.0,6.15,7.45,234.0,2.0,0.516,222.0,88.02
1201,1625.0,2.7,7.35,357.0,8.45,0.516,636.0,44.58
1202,1626.0,2.98,7.52,422.0,5.53,0.516,531.0,49.26
1203,1627.0,5.48,7.42,180.0,2.08,0.516,136.0,82.58000000000001
1204,1628.0,5.13,7.46,162.0,2.23,0.516,211.0,82.58000000000001
1205,1427.0,7.85,7.13,254.0,6.68,3.35,488.0,78.66
1206,1428.0,6.58,6.5,655.0,5.93,4.0,60.0,73.08
1207,1631.0,7.58,7.03,191.0,2.08,2.65,2900.0,82.58000000000001
1208,1632.0,8.23,7.05,137.0,1.4,3.2,323.0,88.38
1209,1633.0,8.23,7.38,143.0,1.55,3.55,360.0,88.38
1210,2050.0,6.6,7.3,210.0,1.3,0.516,242.0,88.2
1211,2051.0,6.8,7.2,220.0,1.5,0.516,97.0,88.2
1212,2052.0,6.8,7.0,317.0,1.5,0.516,45.0,93.28
1213,2053.0,6.4,6.7,323.0,1.4,0.516,205.0,81.06
1214,1403.0,6.5,7.7,146.0,1.6,0.516,390.0,88.38
1215,1404.0,6.2,7.7,176.0,3.5,0.2,592.0,77.9
1216,1726.0,6.3,8.0,198.0,4.2,0.3,686.0,77.9
1217,1150.0,7.3,7.4,332.0,0.7,0.3,12.0,93.28
1218,1246.0,6.5,7.5,21417.0,16.4,0.4,37.0,83.92
1219,2459.0,6.1,7.3,11855.0,12.5,18.6,902.0,72.68
1220,2460.0,6.3,7.4,24506.0,136.0,16.9,698.0,58.64
1221,2461.0,5.9,7.5,25343.0,56.5,7.7,1800.0,67.06
1222,2462.0,6.6,7.8,371.0,1.8965,4.1,1800.0,82.03999999999999
1223,2463.0,6.2,7.4,368.0,8.0,3.2,1075.0,72.68
1224,2464.0,6.7,7.7,354.0,4.0,2.6,947.0,77.36000000000001
1225,2465.0,6.8,8.0,374.0,21.0,1.5,1800.0,72.68
1226,2466.0,5.9,7.4,7173.0,12.0,58.1,607.0,65.94
1227,1393.0,7.3,7.4,332.0,0.7,0.3,12.0,93.28
1228,1860.0,5.7,8.0,601.0,7.4,0.5,28666.0,55.82
1229,1861.0,4.7,8.3,753.0,3.7,0.5,21333.0,54.879999999999995
1230,1862.0,5.8,7.8,16177.0,3.0,0.5,25000.0,65.18
1231,1865.0,2.5,7.5,1108.0,6.0,0.6,85.0,54.879999999999995
1232,1148.0,6.1,8.1,14921.0,3.2,0.3,23625.0,66.12
1233,1434.0,0.6,7.1,3115.0,36.5,1.7,15425.0,33.339999999999996
1234,1436.0,3.2,7.8,5073.0,5.8,0.2,1366.0,60.50000000000001
1235,1438.0,4.2,8.2,901.0,6.7,0.4,21500.0,50.199999999999996
1236,2072.0,2.9,8.3,11405.0,5.6,0.1,148.0,54.879999999999995
1237,2082.0,5.0,7.7,47156.0,3.1,0.1,114.0,71.74
1238,1399.0,7.2,6.3,14100.0,1.6,0.41,17.0,76.78
1239,1400.0,5.5,7.8,401.0,1.3,0.21,5.0,93.28
1240,1475.0,6.2,6.9,11000.0,1.3,0.48,17.0,89.98
1241,1476.0,6.5,6.8,30190.0,2.3,0.04,8.0,89.98
1242,1543.0,8.1,7.7,7400.0,2.6,0.1,130.0,87.66
1243,1544.0,7.8,6.4,609.0,2.3,0.08,70.0,71.16
1244,1545.0,7.8,6.4,90.0,2.0,0.516,17.0,77.5
1245,1546.0,7.2,6.5,8240.0,1.6,0.25,46.0,83.38000000000001
1246,1547.0,4.2,7.6,5543.0,0.7,0.18,8.0,82.04
1247,1548.0,6.5,6.4,505.0,1.6,0.13,13.0,76.78
1248,2270.0,7.4,6.9,3844.0,2.0,0.15,10.0,89.98
1249,2271.0,5.4,7.0,7692.0,1.7,0.92,48.0,87.66000000000001
1250,2272.0,6.6,7.2,692.0,1.9,0.34,175.0,87.66
1251,2273.0,5.1,7.5,183.0,2.3,0.38,1754.0,76.96000000000001
1252,2274.0,7.3,6.8,20640.0,2.5,0.42,162.0,84.36
1253,2275.0,7.2,6.9,5350.0,2.2,0.28,206.0,84.36
1254,2276.0,7.0,6.8,4800.0,3.0,0.32,126.0,84.36
1255,1092.0,5.5,7.7,8092.0,7.6,0.72,800.0,67.06
1256,1093.0,6.9,7.6,136.0,3.8,0.26,309.0,83.7
1257,1094.0,6.9,7.7,120.0,3.9,0.37,280.0,83.7
1258,1461.0,6.7,8.0,111.0,3.6,0.31,143.0,83.7
1259,1462.0,6.9,7.3,229.0,3.8,0.68,257.0,83.34
1260,2162.0,6.8,7.5,171.0,3.8,0.34,199.0,83.52000000000001
1261,2164.0,6.9,7.3,183.0,2.2,1.25,56.0,88.2
1262,2168.0,3.3,7.6,29464.0,19.4,1.78,1536.0,55.82
1263,2198.0,5.4,7.2,925.0,11.7,0.78,512.0,67.06
1264,2199.0,6.2,7.2,13848.0,2.5,4.11,127.0,87.66
1265,1151.0,7.0,7.4,225.0,3.8,0.26,375.0,83.52000000000001
1266,1152.0,6.6,8.1,102.0,3.9,0.26,345.0,83.7
1267,17.0,8.1,6.3,1414.0,1.1,0.31,690.0,65.53999999999999
1268,18.0,6.9,6.8,41.0,0.8,0.22,1487.0,79.64000000000001
1269,20.0,6.9,6.9,78.0,0.5,0.23,703.0,79.46000000000001
1270,21.0,6.7,6.9,5507.0,0.6,0.28,715.0,78.74000000000001
1271,42.0,7.3,7.0,49.0,0.7,0.66,445.0,88.56
1272,43.0,6.7,6.7,67.0,1.3,0.4,1025.0,76.34
1273,1154.0,6.5,6.6,109.0,1.2,0.37,679.0,72.86000000000001
1274,1155.0,0.7,6.6,4235.0,12.5,1.48,59417.0,23.44
1275,1156.0,6.9,6.5,108.0,1.0,0.42,1083.0,72.86000000000001
1276,1338.0,6.4,6.6,48.0,1.0,0.25,603.0,73.04
1277,1339.0,7.2,6.7,109.0,0.8,0.44,1400.0,76.16
1278,1340.0,6.8,7.1,61.0,1.5,0.5,485.0,88.56
1279,1341.0,6.1,6.7,244.0,0.9,0.33,1113.0,75.80000000000001
1280,1342.0,6.8,7.0,62.0,0.6,0.93,434.0,88.56
1281,1384.0,7.1,7.0,59.0,0.8,0.71,890.0,82.94
1282,1442.0,7.4,6.6,64.0,0.7,0.29,1425.0,73.04
1283,1443.0,6.4,7.0,79.0,0.8,0.73,493.0,88.38
1284,1563.0,7.2,6.7,73.0,0.9,0.28,2150.0,76.34
1285,1564.0,6.2,7.0,83.0,0.6,0.93,505.0,82.75999999999999
1286,1565.0,6.1,6.7,55.0,1.4,0.55,1450.0,76.34
1287,1566.0,6.6,6.5,79.0,0.8,0.13,650.0,72.86000000000001
1288,1567.0,6.9,6.7,198.0,0.3,0.2,180.0,81.60000000000001
1289,1568.0,7.3,6.5,44.0,0.5,0.21,400.0,78.66000000000001
1290,1569.0,6.2,6.6,15738.0,1.0,0.93,360.0,77.76
1291,1570.0,5.2,7.1,18459.0,1.0,0.13,918.0,76.42000000000002
1292,1571.0,7.4,7.0,45.0,1.1,0.11,1933.0,82.94
1293,1572.0,7.6,6.7,52.0,1.1,0.11,963.0,76.34
1294,1573.0,2.9,6.3,841.0,2.0,1.07,913.0,37.440000000000005
1295,2284.0,6.6,6.7,72.0,0.7,0.32,1655.0,76.34
1296,2285.0,6.4,6.7,122.0,0.7,0.34,1630.0,76.16
1297,2286.0,5.4,6.6,102.0,0.9,0.26,1913.0,67.24000000000001
1298,2287.0,6.2,7.0,5656.0,0.9,1.05,289.0,87.66
1299,2288.0,6.9,7.1,71.0,0.5,0.26,246.0,88.56
1300,2289.0,6.7,6.5,55.0,0.9,0.6,500.0,78.66000000000001
1301,2290.0,5.7,6.7,127.0,1.9,0.35,473.0,76.16
1302,2291.0,6.0,6.9,77.0,1.8,0.61,500.0,85.08
1303,2292.0,5.2,6.1,4968.0,1.1,0.14,820.0,59.92000000000001
1304,2293.0,7.4,6.4,78.0,1.2,0.12,720.0,66.25999999999999
1305,2294.0,3.5,7.3,20430.0,1.3,0.62,1290.0,65.18
1306,2295.0,6.0,7.1,13257.0,1.1,0.14,1465.0,82.03999999999999
1307,2296.0,6.4,6.1,62.0,0.7,0.28,425.0,72.06
1308,2297.0,6.6,6.3,59.0,1.0,0.16,385.0,72.06
1309,2298.0,7.1,6.4,59.0,0.9,0.13,275.0,72.06
1310,2299.0,6.4,7.1,7035.0,0.8,0.19,195.0,87.66
1311,2300.0,7.3,6.2,51.0,0.9,0.21,340.0,72.06
1312,2301.0,6.8,6.5,80.0,0.8,0.26,100.0,78.48
1313,2302.0,6.4,6.7,3131.0,2.2,0.12,1055.0,75.44
1314,2303.0,5.8,6.5,59.0,1.5,0.13,2788.0,67.42
1315,2304.0,5.2,7.2,19885.0,1.2,0.18,2275.0,76.42000000000002
1316,2305.0,7.7,6.8,67.0,0.9,0.08,2257.0,79.64000000000001
1317,2306.0,5.7,7.2,19085.0,1.4,0.09,2785.0,76.42000000000002
1318,2307.0,6.7,6.3,177.0,1.2,0.2,2807.0,66.08
1319,2319.0,6.4,6.4,4165.0,1.2,0.13,303.0,71.16
1320,2326.0,6.2,7.6,498.0,0.4,0.28,1400.0,82.03999999999999
1321,2331.0,6.8,7.5,119.0,0.4,0.18,918.0,82.75999999999999
1322,2332.0,7.1,7.6,161.0,0.5,0.19,1675.0,82.58000000000001
1323,2333.0,5.9,6.7,70.0,1.7,0.5,428.0,76.34
1324,2334.0,5.8,6.5,864.0,1.5,0.37,876.0,66.52000000000001
1325,2335.0,4.7,6.6,69.0,1.8,0.26,1083.0,61.800000000000004
1326,2336.0,6.5,6.6,1204.0,1.2,0.24,689.0,72.14000000000001
1327,2337.0,1.4,6.2,129.0,2.2,0.48,882.0,38.160000000000004
1328,2338.0,1.5,6.3,73.0,1.5,0.12,1225.0,38.34
1329,1448.0,7.0,7.5,226.0,1.1,2.3,83.0,88.02
1330,1455.0,7.7,8.1,330.0,1.9,0.9,3025.0,82.03999999999999
1331,1456.0,7.5,7.9,20786.0,1.3,0.6,868.0,82.03999999999999
1332,1642.0,7.2,8.2,315.0,1.7,1.7,4275.0,82.03999999999999
1333,1643.0,7.6,8.1,301.0,1.5,0.5,4175.0,82.03999999999999
1334,2422.0,7.3,8.0,225.0,1.3,0.5,2175.0,82.58000000000001
1335,2423.0,7.4,8.0,238.0,1.9,0.2,5975.0,82.4
1336,2424.0,7.2,7.7,835.0,2.0,0.7,2750.0,82.03999999999999
1337,2425.0,7.2,7.8,169.0,1.3,0.4,690.0,82.58000000000001
1338,2426.0,7.0,8.1,240.0,1.0,0.4,1525.0,82.4
1339,2427.0,7.4,8.1,153.0,1.7,0.5,1105.0,82.58000000000001
1340,2442.0,7.7,7.8,220.0,4.0,11.0,468.0,83.52000000000001
1341,2443.0,7.1,7.6,406.0,3.0,15.8,468.0,87.66
1342,2444.0,6.8,7.4,309.0,7.0,15.3,468.0,78.3
1343,2445.0,5.1,8.4,4120.0,3.0,108.7,468.0,80.36000000000001
1344,1685.0,7.6,7.9,446.0,2.6,1.4,468.0,87.66
1345,1159.0,7.4,6.8,337.0,1.3,0.1,208.0,84.36
1346,1160.0,7.5,6.7,180.0,1.3,0.1,176.0,81.60000000000001
1347,1161.0,6.9,6.8,127.0,2.4,0.1,357.0,85.08
1348,1162.0,7.0,7.0,305.0,1.5,0.1,191.0,87.66
1349,1328.0,7.2,6.7,323.0,1.6,0.1,167.0,81.06
1350,1329.0,7.4,6.7,364.0,1.6,0.1,150.0,81.06
1351,1330.0,7.5,7.2,473.0,2.1,0.1,338.0,87.66
1352,1450.0,6.7,7.4,544.0,2.0,0.3,253.0,87.66
1353,1444.0,7.0,7.2,286.0,9.5,0.9,189.0,78.66
1354,1892.0,6.4,7.0,307.0,1.0,0.516,507.0,82.03999999999999
1355,1894.0,6.6,7.1,250.0,1.5,0.516,544.0,82.4
1356,2352.0,6.5,7.9,566.0,0.9,3.8,32.0,93.28
1357,1023.0,6.0,7.3,755.0,6.0,2.1,4950.0,77.36000000000001
1358,1024.0,4.9,7.4,892.0,14.0,4.4,75000.0,50.199999999999996
1359,1025.0,6.4,7.1,1085.0,8.5,8.1,468.0,78.3
1360,1026.0,5.6,8.1,905.0,11.5,7.1,468.0,72.68
1361,1295.0,5.0,6.7,813.0,7.5,2.2,9000.0,54.84
1362,1473.0,5.6,7.3,964.0,14.0,4.2,70000.0,55.82
1363,1698.0,5.7,7.4,968.0,9.5,3.1,25500.0,55.82
1364,1699.0,5.3,7.4,779.0,10.0,3.1,52500.0,55.82
1365,1700.0,4.8,7.4,825.0,19.0,4.6,75000.0,50.199999999999996
1366,1701.0,2.9,7.3,1035.0,13.0,3.9,27500.0,33.339999999999996
1367,1702.0,4.5,7.2,885.0,10.5,3.3,12000.0,50.199999999999996
1368,1703.0,4.8,7.5,896.0,10.0,4.1,70000.0,50.199999999999996
1369,1704.0,3.1,7.6,1130.0,11.5,4.1,75000.0,44.58
1370,1705.0,3.1,7.6,1000.0,10.0,3.7,62500.0,44.58
1371,1884.0,1.9,8.4,2187.0,354.0,5.4,468.0,36.160000000000004
1372,1885.0,7.0,7.8,350.0,2.5,0.516,468.0,87.66
1373,1887.0,7.2,6.2,930.0,8.0,1.5,468.0,61.8
1374,1870.0,5.475,7.82,721.5,6.9,1.26,249.0,72.68
1375,1717.0,4.8,7.3,260.0,0.8,1.1,7.0,82.4
1376,1424.0,7.6,7.5,307.0,1.5,0.516,153.0,87.66
1377,1457.0,8.4,7.4,106.0,1.4,0.516,36.0,94.0
1378,1458.0,9.0,7.8,221.0,1.3,0.516,77.0,88.2
1379,1624.0,8.7,7.4,318.0,1.5,0.516,132.0,87.66
1380,1625.0,1.9,7.3,537.0,9.9,0.516,525.0,44.58
1381,1626.0,7.7,7.3,550.0,10.4,0.516,603.0,72.68
1382,1627.0,7.9,7.6,185.0,1.3,0.516,115.0,88.2
1383,1628.0,8.0,7.6,202.0,2.5,0.516,85.0,88.2
1384,1925.0,7.4,7.6,214.0,1.8,0.516,148.0,88.2
1385,1926.0,8.3,7.7,185.0,2.0,0.516,75.0,88.2
1386,1427.0,9.6,7.1,225.0,4.4,3.0,460.0,83.52000000000001
1387,1428.0,8.8,7.2,131.0,0.9,0.516,205.0,88.38
1388,2050.0,7.4,7.8,272.0,0.9,0.516,295.0,88.02
1389,2051.0,7.5,7.8,327.0,1.2,0.516,56.0,87.66
1390,2052.0,8.1,7.8,365.0,1.3,0.516,33.0,93.28
1391,2053.0,7.9,7.5,350.0,1.8,0.516,90.0,87.66
1392,1403.0,6.6,7.7,143.0,1.3,0.0,322.0,88.38
1393,1404.0,6.3,7.6,164.0,2.8,0.1,577.0,82.58000000000001
1394,1726.0,5.7,7.8,170.0,3.4,0.2,608.0,72.28
1395,1631.0,6.4,7.025,187.63,3.175,2.675,2925.0,77.9
1396,1633.0,8.35,7.125,110.75,1.525,3.075,355.0,88.38
1397,1632.0,8.45,6.95,104.25,1.2,2.6,312.5,71.88
1398,1393.0,6.7,7.6,281.0,1.8965,2.13,468.0,88.02
1399,1150.0,7.2,7.8,262.0,0.28,0.15,50.0,93.64
1400,1246.0,4.9,7.4,10362.0,9.7,0.64,29.0,72.68
1401,1860.0,5.1,7.8,530.0,2.73,0.6,137000.0,65.18
1402,1861.0,6.0,8.2,612.0,2.28,0.4,68650.0,70.8
1403,1862.0,6.1,8.1,8782.0,1.9,0.43,38667.0,70.8
1404,1865.0,1.1,7.8,1076.0,7.67,0.63,77.0,50.2
1405,1148.0,6.8,8.0,3431.0,2.8,0.3,49061.0,70.8
1406,1149.0,4.5,7.6,1161.0,7.43,0.53,259.0,67.06
1407,1435.0,6.0,7.3,8838.0,5.58,0.7,31.0,88.60000000000001
1408,1434.0,0.0,7.1,3080.0,46.0,4.8,9000.0,44.58
1409,1438.0,2.8,7.9,663.0,5.93,0.97,358000.0,38.019999999999996
1410,1436.0,5.6,8.0,1265.0,2.13,0.1,1693.0,76.42000000000002
1411,2072.0,4.1,7.9,4491.0,16.5,0.1,116.0,67.06
1412,2082.0,6.3,7.9,43983.0,1.83,1.22,188.0,87.66
1413,1399.0,6.6,7.8,37.0,2.25,0.01,13.0,94.18
1414,1475.0,6.8,7.1,11.0,1.65,0.07,33.0,94.18
1415,1476.0,6.5,7.5,28.0,4.55,0.05,44.0,89.50000000000001
1416,1400.0,7.1,8.0,49.0,1.25,0.02,7.0,94.18
1417,1543.0,7.6,7.3,93.0,0.95,0.03,350.0,88.38
1418,1544.0,7.4,7.0,67.0,2.45,0.13,809.0,82.94
1419,1545.0,7.0,7.3,89.0,1.5,0.02,42.0,94.0
1420,2270.0,5.4,7.3,75.0,1.8,0.06,2400.0,77.32000000000002
1421,1546.0,6.7,7.2,95.0,1.4,0.1,22.0,94.0
1422,1547.0,6.8,6.9,58.0,1.9,0.03,53.0,85.26
1423,1548.0,5.6,6.8,67.0,1.9,0.06,137.0,79.64000000000001
1424,2271.0,5.2,7.2,29.0,1.65,0.04,144.0,82.94000000000001
1425,2272.0,6.2,7.1,146.0,2.1,0.09,2400.0,82.75999999999999
1426,2274.0,3.6,7.0,29.0,2.0,0.09,170.0,71.7
1427,2275.0,6.8,7.2,1370.0,2.6,0.08,110.0,87.66
1428,2276.0,8.1,7.1,335.0,3.2,0.21,5400.0,77.36000000000001
1429,1093.0,6.3,7.6,119.0,3.67,0.37,781.0,78.08000000000001
1430,1094.0,6.4,7.6,109.0,3.4,0.42,316.0,83.7
1431,2162.0,5.9,7.2,119.0,4.04,0.65,223.0,78.08
1432,1461.0,5.3,7.7,109.0,3.25,0.38,296.0,78.08
1433,1092.0,6.0,7.8,301.0,5.43,0.3,1050.0,77.36000000000001
1434,1462.0,6.6,7.2,131.0,4.5,0.83,737.0,78.08000000000001
1435,1151.0,6.8,7.2,110.0,3.9,0.49,1036.0,78.08000000000001
1436,1152.0,6.7,7.6,109.0,4.13,0.28,624.0,78.08000000000001
1437,2198.0,5.2,7.0,478.0,16.3,0.35,1008.0,67.06
1438,2164.0,6.9,6.6,291.0,1.96,1.4,104.0,78.12
1439,2168.0,0.7,7.3,12697.0,45.6,1.32,1259.0,44.58
1440,2199.0,6.8,6.6,6232.0,2.13,2.72,106.0,77.76
1441,17.0,6.2,6.5,1638.0,1.5,0.8,816.0,72.14000000000001
1442,18.0,7.3,6.6,36.0,0.6,0.41,1056.0,73.04
1443,1338.0,6.4,6.7,41.0,1.0,0.75,1179.0,76.34
1444,2335.0,5.1,6.8,52.0,1.6,0.22,1680.0,74.02000000000001
1445,2334.0,6.8,6.7,183.0,1.3,0.28,1748.0,75.98000000000002
1446,2333.0,6.3,6.3,115.0,0.9,0.5,2865.0,66.25999999999999
1447,2336.0,7.2,6.7,455.0,1.1,0.28,753.0,75.44
1448,20.0,6.8,6.9,80.0,0.4,0.52,508.0,79.46000000000001
1449,21.0,6.8,7.0,4515.0,0.4,1.53,427.0,87.66
1450,42.0,7.7,7.2,47.0,1.0,2.0,452.0,88.56
1451,43.0,7.1,6.8,57.0,1.5,1.12,681.0,79.64000000000001
1452,1154.0,6.6,6.3,148.0,1.2,0.93,935.0,66.25999999999999
1453,1155.0,1.8,6.8,2012.0,5.5,1.8,31167.0,34.72
1454,1156.0,6.7,6.2,40.0,0.6,1.0,1100.0,66.44
1455,1341.0,5.8,6.3,65.0,1.1,2.97,1200.0,60.82000000000001
1456,1565.0,5.1,6.3,50.0,1.0,3.1,1600.0,60.82000000000001
1457,1339.0,6.6,6.2,42.0,0.6,1.97,925.0,66.44
1458,1340.0,6.6,6.4,43.0,0.7,3.13,975.0,66.44
1459,1384.0,6.7,6.4,50.0,0.5,3.6,1175.0,66.44
1460,1342.0,6.6,6.3,46.0,0.6,1.07,1010.0,66.44
1461,1443.0,5.9,6.4,54.0,0.7,3.53,985.0,60.82000000000001
1462,1442.0,7.6,6.7,55.0,0.7,4.17,1575.0,76.34
1463,1563.0,6.5,6.7,72.0,0.8,2.83,775.0,76.34
1464,1564.0,7.3,7.4,71.0,0.7,4.1,940.0,82.94
1465,1566.0,6.3,6.7,79.0,0.7,2.03,702.0,76.16
1466,1567.0,6.9,6.6,33.0,0.4,1.4,28.0,84.28
1467,1568.0,6.8,6.7,46.0,0.4,1.47,150.0,81.96000000000001
1468,1569.0,5.9,7.1,6666.0,0.7,4.13,393.0,82.04
1469,1570.0,6.4,7.1,17771.0,1.0,5.2,1865.0,82.03999999999999
1470,1571.0,7.3,6.7,62.0,0.9,2.8,920.0,76.34
1471,1572.0,7.6,6.6,61.0,0.5,3.4,503.0,73.04
1472,1573.0,2.4,6.7,221.0,2.1,3.97,660.0,47.88
1473,2284.0,7.1,6.8,89.0,1.2,0.4,1600.0,79.46000000000001
1474,2285.0,6.4,6.7,110.0,0.5,0.2,3200.0,76.16
1475,2286.0,3.5,6.9,105.0,0.7,0.15,800.0,62.6
1476,2287.0,7.4,7.3,155.0,0.8,1.2,920.0,82.58000000000001
1477,2288.0,6.8,6.9,77.0,0.9,1.8,470.0,85.08
1478,2289.0,5.5,6.5,75.0,1.9,0.1,2100.0,67.42
1479,2290.0,5.4,6.5,102.0,4.0,0.1,680.0,62.56000000000001
1480,2291.0,4.8,6.8,90.0,1.1,0.1,1090.0,68.22
1481,2292.0,5.8,6.3,87.0,0.7,0.1,1500.0,60.64000000000001
1482,2293.0,7.3,6.6,57.0,0.4,0.25,883.0,73.04
1483,2294.0,5.8,7.5,18291.0,0.8,0.25,1000.0,76.42000000000002
1484,2295.0,6.2,6.7,2497.0,0.5,0.15,1100.0,75.44
1485,2296.0,7.3,6.1,45.0,0.7,0.2,1050.0,66.44
1486,2297.0,7.6,6.3,39.0,0.5,0.2,2588.0,66.44
1487,2298.0,7.7,6.6,31.0,0.3,0.15,1300.0,73.04
1488,2299.0,5.4,5.9,595.0,0.8,0.1,1375.0,59.92000000000001
1489,2300.0,7.4,6.1,30.0,0.9,0.3,1050.0,66.44
1490,2301.0,6.6,5.9,37.0,0.7,0.1,1725.0,66.44
1491,2302.0,6.5,6.5,1135.0,0.7,0.25,1850.0,72.14000000000001
1492,2303.0,7.2,5.9,39.0,0.8,0.55,1500.0,66.44
1493,2304.0,6.3,6.5,925.0,1.1,0.3,1550.0,72.14000000000001
1494,2305.0,7.6,6.6,50.0,0.6,0.25,3000.0,73.04
1495,2306.0,7.3,6.5,64.0,1.4,0.5,2850.0,73.04
1496,2307.0,7.5,7.0,74.0,0.8,0.1,2800.0,82.94
1497,2326.0,4.4,7.3,428.0,0.4,0.15,1090.0,70.80000000000001
1498,2331.0,6.8,7.0,169.0,0.4,0.25,560.0,82.58000000000001
1499,2337.0,1.7,6.2,181.0,3.0,0.45,2208.0,37.980000000000004
1500,2338.0,3.0,6.1,80.0,2.0,0.13,1240.0,49.4
